-5.6172051983 train
-5.92995778086 train
-4.62382886106 train
-3.24104411848 train
-2.12813359959 train
-1.82579739107 train
-4.03760478196 train
-7.11560221048 train
-7.68497357698 train
-2.60030612467 train
-4.11690218283 train
-0.969820962102 train
-2.38366253337 train
-4.42675296396 train
-1.76709013435 train
-2.03552126996 train
-5.15704127138 train
-6.24258147643 train
-8.07113147355 train
-4.66585072522 train
-2.36477540733 train
-2.40582053512 train
-5.07849835878 train
-1.10866728026 train
-4.69645788553 train
-6.90771026914 train
-1.29600791343 train
-1.62678365493 train
-1.62894187355 train
-5.45637284307 train
-6.76417756021 train
-5.07000844802 train
-4.24365419714 train
-4.19979189716 train
-3.44392677898 train
-5.71313211009 train
-4.13436698495 train
-1.76817276419 train
-7.97675461426 train
-3.58639741097 train
-3.30609696001 train
-1.77326124934 train
-2.59964465929 train
-4.21628257996 train
-4.20777127713 train
-3.59906663664 train
-3.66407862733 train
-6.6397369262 train
-1.56231228025 train
-4.43533148332 train
-7.82851762043 train
-4.28300355256 train
-4.90973130771 train
-4.08877960348 train
-2.06726571584 train
-4.75468645445 train
-1.13578117454 train
-1.89178623562 train
-2.72302832689 train
-1.33319683048 train
-4.34438406429 train
-7.80083356551 train
-3.69206154518 train
-6.14954132352 train
-0.582838912459 train
-4.59818730362 train
-1.5704707231 train
-4.0959699435 train
-1.82011516978 train
-3.90539699684 train
-5.48051189592 train
-4.58650600537 train
-1.30131680014 train
-4.49143918924 train
0.694573451792 train
-5.1805541357 train
-3.50866303642 train
-2.48601437066 train
-1.98559290334 train
-7.45301167843 train
-5.93429068562 train
-6.72903343604 train
-7.36249229503 train
-2.05213876326 train
-2.97822938002 train
-1.96428353063 train
-2.20872050059 train
-5.71884180229 train
-7.24568580887 train
-4.14211661178 train
-2.43494775046 train
-2.64122530135 train
-4.01427123168 train
-2.15308996461 train
-2.37100139049 train
-4.31187888813 train
-4.69029846292 train
-2.6042636525 train
-4.71570778138 train
-3.21792780382 train
-1.43244605128 train
-2.98693243089 train
-3.95198905884 train
-5.45223746378 train
-4.64274655306 train
